silver_1497211741664_n_1_0_2390.wav, ,9,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211741664_n_1_0_2390.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211741664_n_1_0_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211741664_n_1_0_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,5,50, waiting,3748,3807, leaving,3807,4132, didPass,1, detectionWhole,383,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,7,50, waiting,3834,3898, leaving,3898,3967, didPass,1, detectionWhole,133,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,9,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,5,150, waiting,3684,3850, leaving,3850,4191, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,7,150, waiting,3775,3946, leaving,3946,4020, didPass,1, detectionWhole,245,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,9,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,5,250, waiting,3727,3978, leaving,3978,4101, didPass,1, detectionWhole,373,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,7,250, waiting, leaving,3812,4068, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,9,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,5,350, waiting,3754,4116, leaving,4116,4132, didPass,1, detectionWhole,378,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,7,350, waiting, leaving,3732,3978, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,9,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211755493_n_1_0_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,5,50, waiting,181,250,3892,3946, leaving,250,309,3946,5055, didPass,0, detectionBtwn,0, detectionWhole,4874,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,7,50, waiting,3983,4042,4756,4820, leaving,4042,4623,4820,4884, didPass,0, detectionBtwn,0, detectionWhole,901,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,9,50, waiting,3935,3988, leaving,3988,4842, didPass,1, detectionWhole,906,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,11,50, waiting,4020,4084, leaving,4084,4664, didPass,1, detectionWhole,644,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,13,50, waiting,4010,4074, leaving,4074,4260, didPass,1, detectionWhole,250,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,15,50, waiting,3967,4026, leaving,4026,4223, didPass,1, detectionWhole,255,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,5,150, waiting,3919,4084, leaving,207,341,4084,5066, didPass,1, detectionWhole,1146,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,7,150, waiting,3999,4170, leaving,4170,4893, didPass,1, detectionWhole,893,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,9,150, waiting,3962,4138, leaving,4138,4858, didPass,1, detectionWhole,895,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,11,150, waiting,4041,4191, leaving,4191,4564, didPass,1, detectionWhole,523,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,13,150, waiting,4026,4196, leaving,4196,4283, didPass,1, detectionWhole,257,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,15,150, waiting,3983,4154, leaving,4154,4244, didPass,1, detectionWhole,261,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,5,250, waiting,3940,4202, leaving,229,362,4202,4959, didPass,1, detectionWhole,1018,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,7,250, waiting,3940,4202, leaving,4202,4836, didPass,1, detectionWhole,895,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,9,250, waiting,3924,4180, leaving,4180,4692, didPass,1, detectionWhole,767,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,11,250, waiting,4004,4255, leaving,4255,4639,4778,4900, didPass,1, detectionWhole,895,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,13,250, waiting, leaving,3967,4223, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,15,250, waiting, leaving,4042,4170, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,5,350, waiting,3903,4255, leaving,4255,5050, didPass,1, detectionWhole,1146,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,7,350, waiting,3988,4343, leaving,4343,4623,4756,4874, didPass,1, detectionWhole,885,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,9,350, waiting,3943,4308, leaving,4308,4836, didPass,1, detectionWhole,893,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,11,350, waiting,4026,4394, leaving,4394,4564, didPass,1, detectionWhole,538,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,13,350, waiting, leaving,3999,4255, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211792866_n_1_0_2390.wav, ,15,350, waiting, leaving,3967,4223, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,5,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,7,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,9,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,5,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,7,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,9,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,5,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,7,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,9,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,5,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,7,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,9,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211811783_n_1_0_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,5,50, waiting,2474,2538, leaving,2538,2725, didPass,1, detectionWhole,250,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,7,50, waiting,2431,2495, leaving,2495,2810, didPass,1, detectionWhole,378,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,9,50, waiting,2538,2602, leaving,2602,2661, didPass,1, detectionWhole,122,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,11,50, waiting,2517,2575, leaving,2575,2634, didPass,1, detectionWhole,117,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,5,150, waiting,2426,2602, leaving,2602,2805, didPass,1, detectionWhole,378,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,7,150, waiting,2389,2554, leaving,2554,2773, didPass,1, detectionWhole,383,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,9,150, waiting, leaving,2463,2602, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,11,150, waiting, leaving,2554,2676, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,5,250, waiting, leaving,2463,2719, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,7,250, waiting, leaving,2447,2709, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,9,250, waiting, leaving,2453,2698, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,11,250, waiting, leaving,2533,2661, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,5,350, waiting,2405,2767, leaving,2767,2794, didPass,1, detectionWhole,389,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,7,350, waiting,2367,2726, leaving,2726,2741, didPass,1, detectionWhole,373,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,9,350, waiting, leaving,2453,2698, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,11,350, waiting, leaving,2533,2666, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211827944_n_1_0_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,5,50, waiting,2389,2447, leaving,2447,2639, didPass,1, detectionWhole,250,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,7,50, waiting,2357,2410, leaving,2410,2485, didPass,1, detectionWhole,127,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,9,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,5,150, waiting,2303,2469, leaving,2469,2810, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,7,150, waiting, leaving,2401,2533, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,9,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,5,250, waiting, leaving,2335,2602,2730,2847, didPass,0,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,7,250, waiting, leaving,2421,2554, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,9,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,5,350, waiting, leaving,2341,2591,2730,2858, didPass,0,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,7,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,9,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211841166_n_1_0_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,5,50, waiting,3274,3327, leaving,3327,3530, didPass,1, detectionWhole,255,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,7,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,9,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,5,150, waiting, leaving,3370,3487, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,7,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,9,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,5,250, waiting, leaving,3284,3530, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,7,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,9,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,5,350, waiting, leaving,3295,3434, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,7,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,9,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211862326_n_1_0_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,5,50, waiting,3130,3188, leaving,3188,4026, didPass,1, detectionWhole,895,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,7,50, waiting,3114,3172, leaving,3172,3999, didPass,1, detectionWhole,885,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,9,50, waiting,3188,3252, leaving,3252,3962, didPass,1, detectionWhole,773,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,11,50, waiting,3156,3215,3663,3722, leaving,3215,3407,3722,3924, didPass,0, detectionBtwn,0, detectionWhole,767,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,13,50, waiting,3231,3295,3615,3684, leaving,3295,3364,3684,3754, didPass,0, detectionBtwn,0, detectionWhole,522,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,15,50, waiting,3178,3231, leaving,3231,3434, didPass,1, detectionWhole,255,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,5,150, waiting,3130,3284, leaving,3284,4026, didPass,1, detectionWhole,895,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,7,150, waiting,3087,3242, leaving,3242,3988, didPass,1, detectionWhole,901,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,9,150, waiting,3167,3322, leaving,3322,3940, didPass,1, detectionWhole,773,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,11,150, waiting,3124,3295,3647,3812, leaving,3295,3519,3812,3892, didPass,0, detectionBtwn,0, detectionWhole,767,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,13,150, waiting, leaving,3220,3348, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,15,150, waiting,3178,3338, leaving,3338,3450, didPass,1, detectionWhole,271,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,5,250, waiting,3178,3428, leaving,3428,3935, didPass,1, detectionWhole,757,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,7,250, waiting,3146,3412, leaving,3412,3917, didPass,1, detectionWhole,771,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,9,250, waiting,3108,3364, leaving,3364,3871, didPass,1, detectionWhole,762,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,11,250, waiting,3578,3839, leaving,3199,3444,3839,3956, didPass,1, detectionWhole,378,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,13,250, waiting, leaving,3188,3450,3732,3860, didPass,0,,,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,15,250, waiting, leaving,3199,3444, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,5,350, waiting,3146,3519, leaving,3519,4042, didPass,1, detectionWhole,895,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,7,350, waiting,3114,3466, leaving,3466,4004, didPass,1, detectionWhole,890,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,9,350, waiting,3087,3455, leaving,3455,3999, didPass,1, detectionWhole,911,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,11,350, waiting,3583,3940, leaving,3199,3455,3940,3956, didPass,1, detectionWhole,373,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,13,350, waiting, leaving,3284,3407,3668,3791, didPass,0,,,,,,,,,,,,,,,,,,
silver_1497211879161_n_1_0_2390.wav, ,15,350, waiting, leaving,3231,3370, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,5,50, waiting,3444,3519, leaving,3519,3839, didPass,0, detectionWhole,394,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,7,50, waiting,3562,3626, leaving,3626,3818, didPass,0, detectionWhole,255,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,9,50, waiting,3663,3732, leaving,3732,3940, didPass,0, detectionWhole,277,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,5,150, waiting,3434,3599, leaving,3599,3818, didPass,0, detectionWhole,383,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,7,150, waiting,3516,3668, leaving,3668,3892, didPass,0, detectionWhole,375,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,9,150, waiting,3594,3754, leaving,3754,3850, didPass,0, detectionWhole,255,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,5,250, waiting,3498,3775, leaving,3775,3871, didPass,0, detectionWhole,373,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,7,250, waiting, leaving,3604,3855, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,9,250, waiting, leaving,3599,3850, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,5,350, waiting,3471,3839, leaving,3839,3850, didPass,0, detectionWhole,378,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,7,350, waiting, leaving,3551,3807, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,9,350, waiting, leaving,3659,3924, didPass,0,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211913824_n_0_1_2390.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
silver_1497211967321_n_0_1_2390.wav, ,5,50, waiting,693,746,1727,1791, leaving,746,1461,1791,2367, didPass,1, detectionBtwn,0, detectionWhole,1674,,,,,,,,,,
silver_1497211967321_n_0_1_2390.wav, ,7,50, waiting,677,741,1829,1887, leaving,741,1450,1887,2346, didPass,1, detectionBtwn,0, detectionWhole,1669,,,,,,,,,,
silver_1497211967321_n_0_1_2390.wav, ,9,50, waiting,762,821,1781,1850, leaving,821,1279,1850,2303, didPass,1, detectionBtwn,0, detectionWhole,1541,,,,,,,,,,
silver_1497211967321_n_0_1_2390.wav, ,11,50, waiting,757,821,1786,1855, leaving,821,1279,1855,2298, didPass,1, detectionBtwn,0, detectionWhole,1541,,,,,,,,,,
